计算机,121.0
结构,96.0
目的,129.0
基本概念,13.0
培养,137.0
实践,13.0
工作,69.0
数据,46.0
一门,49.0
常用,129.0
计算机科学,149.0
熟悉,54.0
程序设计,121.0
解决,147.0
简单,107.0
概述,129.0
作用,62.0
开发,147.0
功能,147.0
包括,129.0
定义,129.0
提高,137.0
语言,107.0
综合,129.0
程序,131.0
介绍,44.0
基本原理,13.0
模型,146.0
思想,101.0
采用,99.0
选择,45.0
环境,114.0
软件,131.0
后续,18.0
算法,146.0
管理,147.0
利用,98.0
编程,121.0
分类,129.0
操作,127.0
控制,67.0
工具,131.0
计算,146.0
步骤,142.0
建立,147.0
函数,9.0
网络,81.0
信息,46.0
具备,129.0
教材,120.0
形式,101.0
工程,115.0
法,64.0
实例,59.0
性质,129.0
项目,147.0
初步,47.0
标准,129.0
逻辑,13.0
基础知识,76.0
上机,125.0
序号,46.0
时间,125.0
领域,149.0
技能,137.0
熟练掌握,137.0
性,129.0
教学要求,82.0
之间,27.0
存储,109.0
安排,125.0
教学大纲,82.0
编写,131.0
对象,129.0
年,21.0
运算,117.0
描述,33.0
打下,135.0
特性,129.0
转换,146.0
体系结构,109.0
运行,127.0
动态,146.0
时,44.0
基本知识,76.0
学科,149.0
验证,146.0
数据结构,121.0
应,129.0
类,129.0
实验教学,82.0
核心,147.0
需求,147.0
编码,46.0
文件,55.0
软件工程,115.0
数据库,109.0
测试,125.0
硬件,147.0
流程,79.0
训练,125.0
条件,129.0
进一步,79.0
案例,134.0
多媒体教学,82.0
模式,147.0
章,1.0
常见,129.0
规则,134.0
提供,147.0
学会,107.0
区别,129.0
输入,46.0
情况,72.0
新,8.0
操作系统,131.0
独立,101.0
课堂,82.0
出版社,68.0
式,99.0
用户,147.0
支撑,127.0
毕业,69.0
解决问题,137.0
做,45.0
策略,127.0
所学,76.0
涉及,129.0
格式,46.0
通信,147.0
典型,129.0
原则,129.0
输出,104.0
地位,101.0
机制,129.0
技巧,137.0
表,46.0
图,45.0
学院,69.0
计算机专业,69.0
正确,106.0
特征,129.0
熟练,137.0
相结合,129.0
接口,109.0
几种,129.0
非,129.0
软件开发,147.0
奠定,71.0
意义,13.0
环节,79.0
高级,112.0
社会,101.0
连接,81.0
基础课,49.0
多媒体,82.0
框架,59.0
清华大学出版社,68.0
调试,111.0
循环,43.0
设备,111.0
阶段,45.0
工业,115.0
点,127.0
科学,89.0
表达式,9.0
性能,111.0
加深,137.0
配置,111.0
教师,82.0
数学,76.0
创建,59.0
讲解,49.0
状态,43.0
版,68.0
访问,24.0
月,21.0
自主,137.0
计算机网络,121.0
服务,147.0
历史,35.0
设置,46.0
影响,101.0
项目名称,19.0
面向对象,59.0
语句,107.0
简介,36.0
参数,146.0
电子,111.0
数字,54.0
语法,54.0
实施,129.0
调用,9.0
教育,82.0
空间,99.0
查询,46.0
维护,135.0
发展趋势,147.0
代码,46.0
给出,146.0
属性,46.0
物理,89.0
必修,49.0
方向,99.0
计算机系统,131.0
思维,137.0
引导,137.0
课,49.0
意识,137.0
构造,99.0
注重,137.0
参考书,76.0
绪论,13.0
体系,147.0
获取,140.0
平台,147.0
演示,49.0
求解,51.0
执行,39.0
三种,129.0
静态,146.0
元素,62.0
途径,67.0
安装,131.0
判断,130.0
存储器,109.0
扩展,147.0
变换,99.0
生成,62.0
增强,137.0
理论知识,137.0
本科,69.0
规范,129.0
型,129.0
变量,46.0
间,132.0
考核,125.0
内部,99.0
两个,129.0
建模,146.0
指标,127.0
划分,129.0
资源,147.0
创新,147.0
背景,101.0
基本操作,121.0
动手,87.0
字符,117.0
抽象,13.0
选修,49.0
输入输出,148.0
本章,90.0
显示,46.0
面向,147.0
写出,124.0
撰写,71.0
表达,107.0
顺序,46.0
开设,49.0
协议,134.0
课堂教学,82.0
含义,33.0
编译,113.0
数组,9.0
提出,13.0
实践性,149.0
同步,147.0
应用程序,131.0
模块,111.0
阅读,124.0
一种,129.0
活动,49.0
优化,147.0
分析方法,13.0
两种,129.0
分支,97.0
集成,147.0
专业课程,69.0
化,147.0
公式,51.0
图形,99.0
达成,39.0
数据类型,46.0
文档,46.0
相互,101.0
建议,67.0
原因,72.0
报告,106.0
机械,115.0
事件,39.0
实验报告,25.0
专业课,76.0
地址,4.0
层次,137.0
选用,62.0
基础理论,149.0
概论,23.0
三个,47.0
指令,9.0
启发式,82.0
命令,135.0
解释,33.0
先修,20.0
教程,49.0
评价,71.0
软件系统,131.0
知识点,54.0
模拟,146.0
整体,127.0
需,67.0
坚实,96.0
传统,101.0
角度,13.0
识别,146.0
思路,137.0
树,97.0
记录,71.0
规划,147.0
电路,111.0
包含,62.0
多种,62.0
重要性,137.0
几个,129.0
应用领域,147.0
定理,89.0
软件设计,131.0
进程,79.0
单元,111.0
数据库系统,109.0
成绩,125.0
第二节,90.0
线性,146.0
完整,79.0
中断,135.0
第一节,90.0
教学方式,82.0
学,49.0
综合性,147.0
矩阵,146.0
辅助,67.0
删除,46.0
组合,31.0
素质,137.0
结论,13.0
快速,79.0
特别,72.0
第三节,90.0
代数,76.0
现状,101.0
经典,71.0
课程目标,82.0
递归,9.0
重难点,120.0
字符串,9.0
系统地,71.0
交流,27.0
参考书目,68.0
质量,139.0
方案,147.0
运算符,9.0
求,63.0
服务器,24.0
符号,33.0
未来,147.0
强,137.0
统计,46.0
公共,147.0
随机,46.0
值,117.0
打下基础,147.0
评估,146.0
界面,57.0
器,81.0
类别,129.0
正确性,13.0
二维,146.0
检测,43.0
各类,129.0
详细,129.0
习题,120.0
交换,87.0
度,123.0
查找,46.0
管理系统,147.0
解决方案,147.0
路径,147.0
通用,147.0
著,68.0
大学,69.0
计算方法,146.0
名称,46.0
较强,127.0
计算机硬件,131.0
兴趣,137.0
文化,101.0
建设,147.0
集,71.0
团队,79.0
内存,109.0
举例,45.0
推理,137.0
调度,147.0
架构,109.0
经验,137.0
译,68.0
产品,147.0
必做,125.0
基本功能,147.0
修改,46.0
着重,129.0
更新,24.0
用于,129.0
必修课,49.0
传递,140.0
进度,47.0
用法,33.0
章节,25.0
成员,8.0
寻址,109.0
支持,147.0
主编,68.0
因素,72.0
子,47.0
种类,129.0
嵌入式,109.0
精神,101.0
制作,128.0
开发工具,59.0
分组,88.0
传输,109.0
连续,127.0
外部,99.0
构建,147.0
关键,79.0
集合,47.0
经济,101.0
导论,23.0
很强,137.0
算术,76.0
理论性,23.0
数学模型,146.0
统一,101.0
网络安全,147.0
实用,99.0
初始化,9.0
图像,146.0
改进,146.0
第四节,48.0
课程设计,82.0
讲述,71.0
定位,147.0
排序,46.0
要素,129.0
具体内容,129.0
机器,131.0
必要性,101.0
段,84.0
速度,104.0
分解,43.0
创新能力,137.0
国际,88.0
互联网,147.0
