计算机,19
结构,60
目的,37
基本概念,14
培养,144
实践,27
工作,123
数据,67
一门,144
常用,7
计算机科学,46
熟悉,80
程序设计,19
解决,5
简单,35
概述,14
作用,117
开发,31
功能,101
包括,31
定义,131
提高,117
语言,141
综合,64
程序,13
介绍,75
基本原理,14
模型,14
思想,27
采用,17
选择,108
环境,15
软件,9
后续,26
算法,14
管理,123
利用,14
编程,19
分类,131
操作,7
控制,117
工具,7
计算,142
步骤,7
建立,31
函数,45
网络,134
信息,90
具备,31
教材,144
形式,17
工程,53
法,14
实例,14
性质,131
项目,53
初步,36
标准,55
逻辑,27
基础知识,144
上机,24
序号,142
时间,148
领域,47
技能,73
熟练掌握,59
性,60
教学要求,144
之间,85
存储,114
安排,148
教学大纲,144
编写,19
对象,108
年,76
运算,19
描述,75
打下,138
特性,14
转换,36
体系结构,79
运行,26
动态,64
时,35
基本知识,14
学科,144
验证,36
数据结构,79
应,63
类,131
实验教学,144
核心,47
需求,15
编码,114
文件,9
软件工程,46
数据库,28
测试,36
硬件,15
流程,55
训练,24
条件,87
进一步,117
案例,7
多媒体教学,144
模式,47
章,70
常见,131
规则,55
提供,64
学会,59
区别,131
输入,114
情况,75
新,80
操作系统,107
独立,84
课堂,24
出版社,76
式,17
用户,47
支撑,26
毕业,116
解决问题,91
做,148
策略,26
所学,144
涉及,31
格式,9
通信,134
典型,131
原则,55
输出,73
地位,138
机制,55
技巧,7
表,142
图,65
学院,116
计算机专业,46
正确,55
特征,131
熟练,130
相结合,17
接口,126
几种,131
非,131
软件开发,46
奠定,138
意义,37
环节,55
高级,12
社会,56
连接,47
基础课,59
多媒体,64
框架,79
清华大学出版社,76
调试,54
循环,117
设备,122
阶段,125
工业,143
点,68
科学,143
表达式,45
性能,122
加深,117
配置,17
教师,24
数学,144
创建,28
讲解,5
状态,108
版,76
访问,28
月,125
自主,122
计算机网络,134
服务,47
历史,4
设置,55
影响,117
项目名称,53
面向对象,79
语句,141
简介,133
参数,34
电子,29
数字,114
语法,141
实施,2
调用,28
教育,27
空间,60
查询,106
维护,55
发展趋势,100
代码,114
给出,5
属性,103
物理,144
必修,59
方向,100
计算机系统,19
思维,27
引导,55
课,24
意识,27
构造,14
注重,64
参考书,141
绪论,22
体系,47
获取,117
平台,47
演示,75
求解,45
执行,13
三种,131
静态,64
元素,111
途径,129
安装,54
判断,36
存储器,122
扩展,31
变换,85
生成,117
增强,117
理论知识,144
本科,116
规范,55
型,132
变量,45
间,85
考核,123
内部,101
两个,88
建模,19
指标,26
划分,131
资源,15
创新,47
背景,111
基本操作,7
动手,10
字符,114
抽象,121
选修,59
输入输出,45
本章,6
显示,106
面向,137
写出,65
撰写,76
表达,37
顺序,142
开设,31
协议,87
课堂教学,144
含义,37
编译,21
数组,114
提出,38
实践性,144
同步,64
应用程序,28
模块,28
阅读,104
一种,84
活动,48
优化,31
分析方法,14
两种,131
分支,14
集成,101
专业课程,144
化,100
公式,45
图形,45
达成,69
数据类型,114
文档,9
相互,112
建议,26
原因,35
报告,32
机械,122
事件,81
实验报告,24
专业课,42
地址,99
层次,12
选用,17
基础理论,14
概论,14
三个,88
指令,13
启发式,144
命令,13
解释,75
先修,59
教程,128
评价,61
软件系统,122
知识点,141
模拟,14
整体,60
需,63
坚实,129
传统,17
角度,64
识别,106
思路,27
树,102
记录,92
规划,31
电路,29
包含,84
多种,64
重要性,93
几个,88
应用领域,143
定理,105
软件设计,46
进程,38
单元,79
数据库系统,19
成绩,108
第二节,60
线性,45
完整,31
中断,54
第一节,60
教学方式,144
学,59
综合性,132
矩阵,47
辅助,73
删除,133
组合,68
素质,78
结论,10
快速,7
特别,68
第三节,60
代数,105
现状,31
经典,81
课程目标,144
递归,114
重难点,144
字符串,114
系统地,14
交流,57
参考书目,116
质量,117
方案,17
运算符,114
求,109
服务器,134
符号,114
未来,69
强,68
统计,142
公共,15
随机,142
值,117
打下基础,129
评估,31
界面,106
器,122
